ID,First Name,Last Name,Position,Team,Opponent,Game,Time,Salary,FPPG,Injury Status,Starting
nba.p.6253,Naz,Reid,C,MIN,LAC,MIN@LAC,10:30PM EST,11,18.2," "," "
nba.p.6355,Anthony,Edwards,SF,MIN,LAC,MIN@LAC,10:30PM EST,34,37.4," "," "
nba.p.6415,Leandro,Bolmaro,PG,MIN,LAC,MIN@LAC,10:30PM EST,10,4.0," "," "
nba.p.6420,Jaden,McDaniels,PF,MIN,LAC,MIN@LAC,10:30PM EST,15,18.6," "," "
nba.p.6462,Nathan,Knight,C,MIN,LAC,MIN@LAC,10:30PM EST,15,9.3," "," "
nba.p.6608,McKinley,Wright IV,PG,MIN,LAC,MIN@LAC,10:30PM EST,10,2.0,INJ," "
nba.p.4486,Serge,Ibaka,PF,LAC,MIN,MIN@LAC,10:30PM EST,10,13.3," "," "
nba.p.4487,Nicolas,Batum,PF,LAC,MIN,MIN@LAC,10:30PM EST,10,20.4,INJ," "
nba.p.4725,Paul,George,SG,LAC,MIN,MIN@LAC,10:30PM EST,10,44.5,INJ," "
nba.p.4749,Eric,Bledsoe,PG,LAC,MIN,MIN@LAC,10:30PM EST,20,24.3," "," "
nba.p.4895,Marcus,Morris Sr.,SF,LAC,MIN,MIN@LAC,10:30PM EST,20,26.2," "," "
nba.p.4896,Kawhi,Leonard,SF,LAC,MIN,MIN@LAC,10:30PM EST,10,45.7,INJ," "
nba.p.4906,Reggie,Jackson,PG,LAC,MIN,MIN@LAC,10:30PM EST,19,28.1," "," "
nba.p.5470,Justise,Winslow,PF,LAC,MIN,MIN@LAC,10:30PM EST,10,9.9," "," "
nba.p.5663,Ivica,Zubac,C,LAC,MIN,MIN@LAC,10:30PM EST,19,25.0,INJ," "
nba.p.5825,Luke,Kennard,SG,LAC,MIN,MIN@LAC,10:30PM EST,13,20.6,INJ," "
nba.p.5856,Isaiah,Hartenstein,C,LAC,MIN,MIN@LAC,10:30PM EST,12,21.3,INJ," "
nba.p.6236,Terance,Mann,SF,LAC,MIN,MIN@LAC,10:30PM EST,14,21.5," "," "
nba.p.6315,Amir,Coffey,SF,LAC,MIN,MIN@LAC,10:30PM EST,12,10.9," "," "
nba.p.6447,Jay,Scrubb,SG,LAC,MIN,MIN@LAC,10:30PM EST,10,5.2,INJ," "
nba.p.6563,Keon,Johnson,SF,LAC,MIN,MIN@LAC,10:30PM EST,10,8.2," "," "
nba.p.6575,Jason,Preston,PG,LAC,MIN,MIN@LAC,10:30PM EST,10,0.0,INJ," "
nba.p.6593,Brandon,Boston Jr.,SG,LAC,MIN,MIN@LAC,10:30PM EST,10,11.5,INJ," "
nba.p.6641,Moses,Wright,PF,LAC,MIN,MIN@LAC,10:30PM EST,10,1.5,INJ," "
nba.p.6678,Xavier,Moon,SG,LAC,MIN,MIN@LAC,10:30PM EST,10,6.7," "," "
nba.p.5220,James,Ennis III,PF,LAC,MIN,MIN@LAC,10:30PM EST,10,11.6," "," "
nba.p.6092,Wenyen,Gabriel,PF,LAC,MIN,MIN@LAC,10:30PM EST,10,6.8," "," "
nba.p.4911,Cory,Joseph,PG,DET,MIL,DET@MIL,8:00PM EST,10,16.4,INJ," "
nba.p.5164,Kelly,Olynyk,C,DET,MIL,DET@MIL,8:00PM EST,18,27.1,INJ," "
nba.p.5270,Rodney,McGruder,SF,DET,MIL,DET@MIL,8:00PM EST,10,4.7," "," "
